bnumber,genes
b3359,dtu
b3360,pabA
b3361,fic
b3362,yhfG
b3363,ppiA
b3363,rot
b3363,rotA
b3364,tsgA
b3364,gutS
b3364,yhfC
b3364,yhfH
b3365,nirB
b3366,nirD
b3367,nirC
b3368,cysG
b3369,yhfL
b3370,frlA
b3370,yhfM
b3371,frlB
b3371,yhfN
b3374,frlD
b3374,yhfQ
b3375,frlR
b3375,yhfR
b3376,yhfS
b3377,yhfT
b3378,yhfU
b3379,php
b3379,yhfV
b3380,yhfW
b3381,yhfX
b3382,yhfY
b3383,yhfZ
b3384,trpS
b3385,gph
b3385,yhfE
b3386,rpe
b3386,dod
b3386,yhfD
b3387,dam
b3388,damX
b3388,yhfB
b3389,aroB
b3390,aroK
b3391,hofQ
b3391,hopQ
b3392,hofP
b3392,yrfA
b3393,hofO
b3393,yrfB
b3394,hofN
b3394,yrfC
b3395,hofM
b3395,yrfD
b3396,mrcA
b3396,ponA
b3397,nudE
b3397,yrfE
b3398,yrfF
b3399,yrfG
b3400,hslR
b3400,yrfH
b3401,hslO
b3401,yrfI
b3402,yhgE
b3403,pckA
b3403,pck
b3404,envZ
b3404,ompB
b3404,perA
b3404,tpo
b3405,ompR
b3405,kmt
b3405,ompB
b3406,greB
b3407,yhgF
b3408,feoA
b3409,feoB
b3410,feoC
b3410,yhgG
b3411,yhgA
b3412,bioH
b3412,bioB
b3413,gntX
b3413,yhgH
b3414,nfuA
b3414,gntY
b3414,yhgI
b3415,gntT
b3415,gntM
b3415,usgA
b3415,yhgC
b3416,malQ
b3416,malA
b3417,malP
b3418,malT
b3418,malA
b3421,rtcB
b3421,yhgL
b3422,rtcR
b3422,yhgB
b3423,glpR
b3424,glpG
b3425,glpE
b3426,glpD
b3426,glyD
b3427,yzgL
b3428,glgP
b3428,glgY
b3429,glgA
b3430,glgC
b3431,glgX
b3431,glyX
b3432,glgB
b3433,asd
b3433,hom
b3434,yhgN
b3437,gntK
b3438,gntR
b3439,yhhW
b3440,yhhX
b3441,yhhY
b3442,yhhZ
b3443,yrhA
b3444,insA6
b3445,insB6
b3446,yrhB
b3447,ggt
b3448,yhhA
b3449,ugpQ
b3450,ugpC
b3451,ugpE
b3452,ugpA
b3453,ugpB
b3454,livF
b3455,livG
b3456,livM
b3457,livH
b3458,livK
b3459,panM
b3459,panZ
b3459,yhhK
b3460,livJ
b3461,rpoH
b3461,fam
b3461,hin
b3461,htpR
b3462,ftsX
b3462,ftsS
b3463,ftsE
b3464,ftsY
b3465,rsmD
b3465,yhhF
b3466,yhhL
b3467,yhhM
b3468,yhhN
b3469,zntA
b3469,yhhO
b3470,tusA
b3470,sirA
b3470,yhhP
b3471,yhhQ
b3472,dcrB
b3472,yhhR
b3473,yhhS
b3474,yhhT
b3475,acpT
b3475,yhhU
b3476,nikA
b3477,nikB
b3478,nikC
b3479,nikD
b3480,nikE
b3481,nikR
b3481,yhhG
b3482,rhsB
b3483,yhhH
b3484,yhhI
b3485,yhhJ
b3486,rbbA
b3486,yhiG
b3486,yhiH
b3487,yhiI
b3488,yhiJ
b3491,yhiM
b3492,yhiN
b3493,pitA
b3493,pit
b3494,uspB
b3494,yhiO
b3495,uspA
b3496,dtpB
b3496,yhiP
b3497,rsmJ
b3497,yhiQ
b3498,prlC
b3498,opdA
b3499,rlmJ
b3499,yhiR
b3500,gor
b3501,arsR
b3501,arsE
b3502,arsB
b3502,arsF
b3503,arsC
b3503,arsG
b3504,yhiS
b3505,insH11
b3506,slp
b3507,dctR
b3507,yhiF
b3508,yhiD
b3508,yhhE
b3509,hdeB
b3509,yhhD
b3509,yhiC
b3510,hdeA
b3510,yhhC
b3510,yhiB
b3511,hdeD
b3511,yhiA
b3512,gadE
b3512,yhiE
b3512,yhiT
b3513,mdtE
b3513,yhiU
b3514,mdtF
b3514,yhiV
b3515,gadW
b3515,yhiW
b3516,gadX
b3516,yhiX
b3517,gadA
b3517,gadS
b3518,yhjA
b3519,treF
b3520,yhjB
b3521,yhjC
b3522,yhjD
b3523,yhjE
b3524,yhjG
b3524,yhjF
b3525,yhjH
b3526,kdgK
b3526,yhjI
b3527,yhjJ
b3528,dctA
b3529,yhjK
b3530,bcsC
b3530,yhjL
b3531,bcsZ
b3531,bcsC
b3531,yhjM
b3532,bcsB
b3532,yhjN
b3533,bcsA
b3533,yhjO
b3533,yhjP
b3534,bcsQ
b3534,yhjQ
b3535,yhjR
b3536,bcsE
b3536,yhjS
b3537,bcsF
b3537,yhjT
b3538,bcsG
b3538,yhjU
b3539,yhjV
b3540,dppF
b3540,dppE
b3541,dppD
b3542,dppC
b3543,dppB
b3544,dppA
b3546,eptB
b3546,yhjW
b3547,yhjX
b3548,yhjY
b3549,tag
b3550,yiaC
b3551,bisC
b3552,yiaD
b3553,ghrB
b3553,tkrA
b3553,yiaE
b3554,yiaF
b3555,yiaG
b3556,cspA
b3556,cspS
b3557,insJ
b3558,insK
b3559,glyS
b3559,glyS(B)
b3560,glyQ
b3560,glyS(A)
b3561,wecH
b3561,yiaH
b3562,yiaA
b3563,yiaB
b3564,xylB
b3565,xylA
b3566,xylF
b3566,xylT
b3567,xylG
b3568,xylH
b3569,xylR
b3570,bax
b3571,malS
b3572,avtA
b3573,ysaA
b3574,yiaJ
b3575,dlgD
b3575,yiaK
b3576,yiaL
b3577,yiaM
b3578,yiaN
b3579,yiaO
b3580,lyx
b3580,lyxK
b3580,sgbK
b3580,xylK
b3580,yiaP
b3581,sgbH
b3581,yiaQ
b3582,sgbU
b3582,yiaR
b3583,sgbE
b3583,yiaS
b3584,yiaT
b3585,yiaU
b3586,yiaV
b3587,yiaW
b3588,aldB
b3588,yiaX
b3589,yiaY
b3590,selB
b3590,fdhA
b3591,selA
b3591,fdhA
b3592,yibF
b3593,rhsA
b3594,yibA
b3595,yibJ
b3596,yibG
b3597,yibH
b3598,yibI
b3599,mtlA
b3600,mtlD
b3601,mtlR
b3602,yibL
b3603,lldP
b3603,lctP
b3604,lldR
b3604,lctR
b3605,lldD
b3605,lctD
b3606,trmL
b3606,yibK
b3607,cysE
b3608,gpsA
b3609,secB
b3610,grxC
b3610,yibM
b3611,yibN
b3612,gpmI
b3612,pgmI
b3612,yibO
b3613,envC
b3613,yibP
b3614,yibQ
b3615,yibD
b3616,tdh
b3617,kbl
b3618,htrL
b3618,yibB
b3619,hldD
b3619,htrM
b3619,rfaD
b3619,waaD
b3620,rfaF
b3620,waaF
b3621,rfaC
b3621,rfa-2
b3621,waaC
b3621,yibC
b3622,rfaL
b3622,waaL
b3623,waaU
b3623,rfaK
b3623,waaK
b3624,rfaZ
b3625,rfaY
b3625,waaY
b3626,rfaJ
b3626,waaJ
b3627,rfaI
b3627,waaI
b3628,rfaB
b3628,waaB
b3629,rfaS
b3630,rfaP
b3630,waaP
b3631,rfaG
b3631,pcsA
b3631,waaG
b3632,rfaQ
b3632,waaQ
b3633,waaA
b3633,kdtA
b3634,coaD
b3634,kdtB
b3634,yicA
b3635,mutM
b3635,fpg
b3636,rpmG
b3637,rpmB
b3638,yicR
b3639,coaBC
b3639,dfp
b3640,dut
b3640,dnaS
b3640,sof
b3641,slmA
b3641,ttk
b3641,yicB
b3642,pyrE
b3643,rph
b3644,yicC
b3645,dinD
b3645,pcsA
b3645,yicD
b3646,yicG
b3647,ligB
b3647,yicF
b3648,gmk
b3648,spoR
b3649,rpoZ
b3650,spoT
b3651,trmH
b3651,spoU
b3652,recG
b3652,radC
b3653,gltS
b3653,gltC
b3654,xanP
b3654,yicE
b3655,yicH
b3656,yicI
b3657,yicJ
b3659,setC
b3659,yicK
b3660,yicL
b3661,nlpA
b3662,nepI
b3662,yicM
b3663,yicN
b3664,adeQ
b3664,yicO
b3665,ade
b3665,yicP
b3666,uhpT
b3667,uhpC
b3668,uhpB
b3669,uhpA
b3670,ilvN
b3671,ilvB
b3672,ivbL
b3673,emrD
b3673,yicQ
b3674,yidF
b3675,yidG
b3676,yidH
b3677,yidI
b3678,yidJ
b3679,yidK
b3680,yidL
b3682,glvB
b3682,glvC
b3683,glvC
b3684,yidP
b3685,yidE
b3685,yibE
b3686,ibpB
b3686,hslS
b3686,htpE
b3687,ibpA
b3687,hslT
b3687,htpN
b3688,yidQ
b3689,yidR
b3690,cbrA
b3690,yidS
b3691,dgoT
b3691,yidT
b3693,dgoK
b3693,yidV
b3696,yidX
b3697,yidA
b3698,yidB
b3699,gyrB
b3699,acrB
b3699,cou
b3699,himB
b3699,hisU
b3699,nalC
b3699,parA
b3699,pcbA
b3700,recF
b3700,uvrF
b3701,dnaN
b3702,dnaA
b3703,rpmH
b3703,rimA
b3703,ssaF
b3704,rnpA
b3705,yidC
b3706,mnmE
b3706,thdF
b3706,trmE
b3707,tnaC
b3707,tnaL
b3708,tnaA
b3708,ind
b3709,tnaB
b3709,trpP
b3710,mdtL
b3710,yidY
b3711,yidZ
b3712,yieE
b3713,chrR
b3713,yieF
b3714,adeP
b3714,purP
b3714,yieG
b3715,yieH
b3716,cbrB
b3716,yieI
b3717,cbrC
b3717,yieJ
b3718,yieK
b3719,yieL
b3720,bglH
b3720,yieC
b3721,bglB
b3722,bglF
b3722,bglC
b3722,bglS
b3723,bglG
b3723,bglC
b3724,phoU
b3724,nmpA
b3725,pstB
b3725,phoT
b3726,pstA
b3726,phoT
b3727,pstC
b3727,phoW
b3728,pstS
b3728,phoS
b3729,glmS
b3730,glmU
b3730,yieA
b3731,atpC
b3731,papG
b3731,uncC
b3732,atpD
b3732,papB
b3732,uncD
b3733,atpG
b3733,papC
b3733,uncG
b3734,atpA
b3734,papA
b3734,uncA
b3735,atpH
b3735,papE
b3735,uncH
b3736,atpF
b3736,papF
b3736,uncF
b3737,atpE
b3737,papH
b3737,uncE
b3738,atpB
b3738,papD
b3738,uncB
b3739,atpI
b3739,uncI
b3740,rsmG
b3740,gidB
b3741,mnmG
b3741,gidA
b3741,trmF
b3742,mioC
b3742,yieB
b3743,asnC
b3744,asnA
b3745,viaA
b3745,yieD
b3745,yieM
b3746,ravA
b3746,yieN
b3747,kup
b3747,trkD
b3748,rbsD
b3749,rbsA
b3750,rbsC
b3751,rbsB
b3751,prlB
b3751,rbsP
b3752,rbsK
b3753,rbsR
b3754,hsrA
b3754,yieO
b3755,yieP
b3764,yifE
b3765,yifB
b3766,ilvL
b3769,ilvM
b3770,ilvE
b3771,ilvD
b3772,ilvA
b3773,ilvY
b3774,ilvC
b3775,ppiC
b3775,parVA
b3777,yifN
b3778,rep
b3779,gppA
b3779,gpp
b3780,rhlB
b3780,mmrA
b3781,trxA
b3781,fipA
b3781,tsnC
b3782,rhoL
b3783,rho
b3783,nitA
b3783,psuA
b3783,rnsC
b3783,sbaA
b3783,tsu
b3784,wecA
b3784,rfe
b3785,wzzE
b3785,wzz
b3785,yifC
b3786,wecB
b3786,nfrC
b3786,rffE
b3786,yifF
b3787,wecC
b3787,rffD
b3788,rffG
b3789,rffH
b3789,rmlA2
b3789,yifG
b3790,wecD
b3790,rffC
b3790,yifH
b3791,wecE
b3791,rffA
b3791,yifI
b3792,wzxE
b3792,wzx
b3792,yifJ
b3793,wzyE
b3793,wzy
b3794,wecG
b3794,rffM
b3795,yifK
b3800,aslB
b3800,atsB
b3801,aslA
b3801,atsA
b3802,hemY
b3803,hemX
b3804,hemD
b3805,hemC
b3805,popE
b3806,cyaA
b3806,cya
b3807,cyaY
b3808,NA
b3809,dapF
b3810,yigA
b3811,xerC
b3812,yigB
b3813,uvrD
b3813,mutU
b3813,pdeB
b3813,rad
b3813,recL
b3816,corA
b3817,yigF
b3818,yigG
b3819,rarD
b3820,yigI
b3821,pldA
b3822,recQ
b3823,rhtC
b3823,yigJ
b3824,rhtB
b3824,yigK
b3825,pldB
b3826,yigL
b3827,yigM
b3828,metR
b3829,metE
b3830,ysgA
b3831,udp
b3832,rmuC
b3832,yigN
b3833,ubiE
b3833,yigO
b3834,ubiJ
b3834,yigP
b3835,ubiB
b3835,aarF
b3835,yigQ
b3835,yigR
b3835,yigS
b3836,tatA
b3836,mttA1
b3836,yigT
b3838,tatB
b3838,mttA2
b3838,ysgB
b3839,tatC
b3839,mttB
b3839,yigU
b3839,yigV
b3842,rfaH
b3842,hlyT
b3842,sfrB
b3843,ubiD
b3843,yigC
b3843,yigY
b3844,fre
b3844,fadI
b3844,flrD
b3844,fsrC
b3844,ubiB
b3845,fadA
b3845,oldA
b3846,fadB
b3846,oldB
b3847,pepQ
b3848,yigZ
b3849,trkH
b3850,hemG
b3850,yihB
b3856,mobB
b3856,yihC
b3857,mobA
b3857,chlB
b3857,mob
b3857,narB
b3858,yihD
b3859,srkA
b3859,rdoA
b3859,yihE
b3860,dsbA
b3860,dsf
b3860,ppfA
b3861,yihF
b3862,yihG
b3863,polA
b3863,resA
b3865,engB
b3865,yihA
b3866,yihI
b3867,hemN
b3867,yihJ
b3868,glnG
b3868,glnT
b3868,ntrC
b3869,glnL
b3869,glnR
b3869,ntrB
b3870,glnA
b3871,typA
b3871,bipA
b3871,yihK
b3872,yihL
b3873,yihM
b3874,yihN
b3875,ompL
b3875,yshA
b3876,yihO
b3877,yihP
b3878,yihQ
b3878,squQ
b3879,yihR
b3880,yihS
b3881,yihT
b3882,yihU
b3883,yihV
b3884,yihW
b3885,yihX
b3886,yihY
b3887,dtd
b3887,yihZ
b3888,yiiD
b3889,yiiE
b3890,yiiF
b3891,fdhE
b3892,fdoI
b3893,fdoH
b3894,fdoG
b3895,fdhD
b3896,yiiG
b3897,frvR
b3897,yiiH
b3898,frvX
b3898,yiiI
b3899,frvB
b3899,yiiJ
b3900,frvA
b3900,yiiK
b3901,rhaM
b3901,yiiL
b3902,rhaD
b3902,rhuA
b3903,rhaA
b3904,rhaB
b3905,rhaS
b3905,rhaC2
b3906,rhaR
b3906,rhaC1
b3907,rhaT
b3908,sodA
b3909,kdgT
b3910,yiiM
b3911,cpxA
b3911,ecfB
b3911,eup
b3911,ssd
b3912,cpxR
b3912,yiiA
b3915,fieF
b3915,yiiP
b3916,pfkA
b3917,sbp
b3918,cdh
b3919,tpiA
b3919,tpi
b3920,yiiQ
b3921,yiiR
b3922,yiiS
b3923,uspD
b3923,yiiT
b3924,fpr
b3924,mvrA
b3925,glpX
b3926,glpK
b3927,glpF
b3928,zapB
b3928,yiiU
b3929,rraA
b3929,menG
b3929,yiiV
b3930,menA
b3930,yiiW
b3931,hslU
b3931,htpI
b3932,hslV
b3932,htpO
b3932,yiiC
b3933,ftsN
b3933,msgA
b3934,cytR
b3935,priA
b3936,rpmE
b3937,yiiX
b3938,metJ
b3939,metB
b3940,metL
b3940,metM
b3941,metF
b3942,katG
b3943,yijE
b3944,yijF
b3945,gldA
b3946,fsaB
b3946,talC
b3946,yijG
b3947,ptsA
b3947,frwA
b3947,yijH
b3949,frwC
b3949,yijJ
b3950,frwB
b3950,yijK
b3951,pflD
b3951,yijL
b3952,pflC
b3952,yijM
b3953,frwD
b3953,yijN
b3954,yijO
b3955,eptC
b3955,cptA
b3955,yijP
b3956,ppc
b3956,glu
b3957,argE
b3958,argC
b3959,argB
b3960,argH
b3961,oxyR
b3961,momR
b3961,mor
b3962,sthA
b3962,sth
b3962,udhA
b3963,fabR
b3963,yijC
b3964,yijD
b3965,trmA
b3966,btuB
b3966,bfe
b3966,cer
b3966,dcrC
b3967,murI
b3967,dga
b3967,glr
b3967,yijA
b3972,murB
b3972,yijB
b3973,birA
b3973,bioR
b3973,dhbB
b3974,coaA
b3974,panK
b3974,rts
b3980,tufB
b3981,secE
b3981,prlG
b3982,nusG
b3983,rplK
b3983,relC
b3984,rplA
b3985,rplJ
b3986,rplL
b3987,rpoB
b3987,groN
b3987,nitB
b3987,rif
b3987,ron
b3987,stl
b3987,stv
b3987,tabD
b3988,rpoC
b3988,tabB
b3989,htrC
b3989,yjaZ
b3990,thiH
b3991,thiG
b3992,thiF
b3993,thiE
b3994,thiC
b3995,rsd
b3996,nudC
b3996,yjaD
b3997,hemE
b3998,nfi
b3998,yjaF
b3999,yjaG
b4000,hupA
b4001,yjaH
b4002,zraP
b4002,yjaI
b4002,zra
b4003,zraS
b4003,hydH
b4004,zraR
b4004,hydG
b4005,purD
b4006,purH
b4011,yjaA
b4012,yjaB
b4013,metA
b4014,aceB
b4014,mas
b4015,aceA
b4015,icl
b4016,aceK
b4017,arpA
b4017,arp
b4017,yjaC
b4018,iclR
b4019,metH
b4020,yjbB
b4021,pepE
b4022,rluF
b4022,yjbC
b4023,yjbD
b4024,lysC
b4024,apk
b4025,pgi
b4026,yjbE
b4027,yjbF
b4028,yjbG
b4029,yjbH
b4030,psiE
b4030,yjbA
b4031,xylE
b4032,malG
b4033,malF
b4034,malE
b4035,malK
b4036,lamB
b4036,malB
b4037,malM
b4037,molA
b4038,yjbI
b4039,ubiC
b4040,ubiA
b4040,cyr
b4041,plsB
b4042,dgkA
b4043,lexA
b4043,exrA
b4043,spr
b4043,tsl
b4043,umuA
b4044,dinF
b4045,yjbJ
b4046,zur
b4046,yjbK
b4047,yjbL
b4048,yjbM
b4049,dusA
b4049,yjbN
b4050,pspG
b4050,yjbO
b4051,qorA
b4051,hcz
b4051,qor
b4051,qor1
b4052,dnaB
b4052,groP
b4052,grpA
b4053,alr
b4054,tyrB
b4055,aphA
b4055,napA
b4055,yjbP
b4056,yjbQ
b4057,yjbR
b4058,uvrA
b4058,dinE
b4059,ssb
b4059,exrB
b4059,lexC
b4060,yjcB
b4061,yjcC
b4062,soxS
b4063,soxR
b4063,marC
b4064,ghxP
b4064,yjcD
b4065,yjcE
b4066,yjcF
b4067,actP
b4067,yjcG
b4068,yjcH
b4069,acs
b4069,yfaC
b4070,nrfA
b4071,nrfB
b4071,yjcI
b4072,nrfC
b4072,yjcJ
b4073,nrfD
b4073,yjcK
b4074,nrfE
b4074,yjcL
b4075,nrfF
b4075,yjcM
b4076,nrfG
b4076,yjcN
b4077,gltP
b4078,yjcO
b4079,fdhF
b4080,mdtP
b4080,yjcP
b4081,mdtO
b4081,yjcQ
b4082,mdtN
b4082,yjcR
b4083,yjcS
b4084,alsK
b4084,yjcT
b4085,alsE
b4085,yjcU
b4086,alsC
b4086,yjcV
b4087,alsA
b4087,yjcW
b4088,alsB
b4088,yjcX
b4089,rpiR
b4089,alsR
b4089,yjcY
b4090,rpiB
b4090,yjcA
b4092,phnP
b4093,phnO
b4094,phnN
b4095,phnM
b4096,phnL
b4097,phnK
b4098,phnJ
b4099,phnI
b4100,phnH
b4101,phnG
b4102,phnF
b4104,phnE
b4105,phnD
b4105,psiD
b4106,phnC
b4107,phnB
b4107,yjdN
b4108,phnA
b4108,yjdM
b4109,crfC
b4109,yjdA
b4110,yjcZ
b4111,proP
b4112,basS
b4112,pmrB
b4113,basR
b4113,pmrA
b4114,eptA
b4114,pmrC
b4114,yjdB
b4115,adiC
b4115,aniC
b4115,yjdD
b4115,yjdE
b4116,adiY
b4117,adiA
b4117,adi
b4118,melR
b4119,melA
b4119,mel-7
b4120,melB
b4120,mel-4
b4121,yjdF
b4122,fumB
b4123,dcuB
b4123,genF
b4124,dcuR
b4124,yjdG
b4125,dcuS
b4125,yjdH
b4126,yjdI
b4127,yjdJ
b4128,ghoS
b4128,arT
b4128,yjdK
b4129,lysU
b4130,dtpC
b4130,yjdL
b4131,cadA
b4131,ldcI
b4132,cadB
b4133,cadC
b4135,yjdC
b4135,cutA3
b4136,dsbD
b4136,cutA2
b4136,cycZ
b4136,dipZ
b4137,cutA
b4137,cutA1
b4137,cycY
b4138,dcuA
b4138,genA
b4139,aspA
b4140,fxsA
b4140,yjeG
b4141,yjeH
b4142,groS
b4142,groES
b4142,mopB
b4143,groL
b4143,groEL
b4143,mopA
b4144,yjeI
b4145,yjeJ
b4146,epmB
b4146,yjeK
b4147,efp
b4148,sugE
b4149,blc
b4149,yjeL
b4150,ampC
b4150,ampA
b4151,frdD
b4152,frdC
b4153,frdB
b4154,frdA
b4155,epmA
b4155,genX
b4155,poxA
b4155,yjeA
b4156,yjeM
b4157,yjeN
b4158,yjeO
b4159,mscM
b4159,yjeP
b4160,psd
b4161,rsgA
b4161,engC
b4161,yjeQ
b4162,orn
b4162,o204a
b4162,yjeR
b4166,queG
b4166,yjeS
b4167,nnr
b4167,yjeF
b4168,tsaE
b4168,yjeE
b4169,amiB
b4169,yjeD
b4170,mutL
b4171,miaA
b4171,trpX
b4172,hfq
b4173,hflX
b4174,hflK
b4174,hflA
b4175,hflC
b4175,hflA
b4176,yjeT
b4177,purA
b4177,adeK
b4178,nsrR
b4178,yjeB
b4179,rnr
b4179,vacB
b4179,yjeC
b4180,rlmB
b4180,yjfH
b4181,yjfI
b4182,yjfJ
b4183,yjfK
b4184,yjfL
b4185,yjfM
b4186,yjfC
b4187,aidB
b4188,yjfN
b4189,bsmA
b4189,yjfO
b4190,yjfP
b4191,ulaR
b4191,yjfQ
b4192,ulaG
b4192,yjfR
b4193,ulaA
b4193,sgaT
b4193,yjfS
b4194,ulaB
b4194,sgaB
b4194,yjfT
b4195,ulaC
b4195,ptxA
b4195,sgaA
b4195,yjfU
b4196,ulaD
b4196,sgaH
b4196,yjfV
b4197,ulaE
b4197,sgaU
b4197,yjfW
b4198,ulaF
b4198,sgaE
b4198,yjfX
b4199,yjfY
b4200,rpsF
b4201,priB
b4202,rpsR
b4203,rplI
b4204,yjfZ
b4205,ytfA
b4206,ytfB
b4207,fklB
b4207,ytfC
b4208,cycA
b4208,dagA
b4208,ytfD
b4209,ytfE
b4210,ytfF
b4211,qorB
b4211,qor2
b4211,ytfG
b4212,ytfH
b4213,cpdB
b4214,cysQ
b4214,amtA
b4215,ytfI
b4216,ytfJ
b4217,ytfK
b4218,ytfL
b4219,msrA
b4219,pms
b4220,tamA
b4220,yftM
b4220,ytfM
b4221,tamB
b4221,ytfN
b4221,ytfO
b4222,ytfP
b4223,NA
b4224,chpS
b4224,chpBI
b4224,yjfB
b4225,chpB
b4225,chpBK
b4225,yjfE
b4226,ppa
b4227,ytfQ
b4230,ytfT
b4231,yjfF
b4232,fbp
b4232,fdp
b4233,mpl
b4233,yjfG
b4234,yjgA
b4235,pmbA
b4235,tldE
b4237,nrdG
b4237,yjgE
b4238,nrdD
b4239,treC
b4239,olgH
b4240,treB
b4241,treR
b4242,mgtA
b4242,corB
b4242,mgt
b4243,ridA
b4243,yjgF
b4244,pyrI
b4245,pyrB
b4246,pyrL
b4248,yjgH
b4249,bdcA
b4249,yjgI
b4251,bdcR
b4251,yjgJ
b4252,tabA
b4252,yjgK
b4253,yjgL
b4254,argI
b4255,rraB
b4255,yjgD
b4256,yjgM
b4257,yjgN
b4258,valS
b4259,holC
b4260,pepA
b4260,carP
b4260,xerB
b4261,lptF
b4261,yjgP
b4262,lptG
b4262,yjgQ
b4263,yjgR
b4264,idnR
b4264,yjgS
b4265,idnT
b4265,gntW
b4265,yjgT
b4266,idnO
b4266,yjgU
b4267,idnD
b4267,yjgV
b4268,idnK
b4268,gntV
b4269,ahr
b4269,yjgB
b4271,intB
b4272,insC6
b4273,insD6
b4274,yjgW
b4277,yjgZ
b4278,insG
b4279,yjhB
b4280,yjhC
b4281,yjhD
b4282,yjhE
b4283,insN2
b4284,insI4
b4285,insO2
b4286,NA
b4287,fecE
b4288,fecD
b4289,fecC
b4290,fecB
b4291,fecA
b4292,fecR
b4293,fecI
b4294,insA7
b4295,yjhU
b4296,yjhF
b4297,yjhG
b4298,yjhH
b4299,yjhI
b4300,sgcR
b4300,yjhJ
b4301,sgcE
b4301,yjhK
b4302,sgcA
b4302,yjhL
b4303,sgcQ
b4303,yjhM
b4304,sgcC
b4304,yjhN
b4305,sgcX
b4305,yjhO
b4306,yjhP
b4307,yjhQ
b4308,yjhR
b4309,nanS
b4309,yjhS
b4310,nanM
b4310,yjhT
b4311,nanC
b4311,yjhA
b4312,fimB
b4313,fimE
b4314,fimA
b4314,pilA
b4315,fimI
b4316,fimC
b4317,fimD
b4318,fimF
b4319,fimG
b4320,fimH
b4321,gntP
b4321,yjiB
b4322,uxuA
b4323,uxuB
b4324,uxuR
b4325,yjiC
b4326,iraD
b4326,yjiD
b4327,yjiE
b4327,qseD
b4328,iadA
b4328,yjiF
b4329,yjiG
b4330,yjiH
b4331,kptA
b4331,yjiI
b4332,yjiJ
b4333,yjiK
b4334,yjiL
b4335,yjiM
b4336,yjiN
b4337,mdtM
b4337,yjiO
b4339,yjiP
b4339,yjiQ
b4340,yjiR
b4341,yjiS
b4342,yjiT
b4345,mcrC
b4346,mcrB
b4346,rglB
b4347,symE
b4347,dinL
b4347,sosC
b4347,yjiW
b4348,hsdS
b4348,hss
b4349,hsdM
b4349,hsm
b4350,hsdR
b4350,hsr
b4351,mrr
b4352,yjiA
b4353,yjiX
b4354,yjiY
b4355,tsr
b4355,cheD
b4356,lgoT
b4356,yjiZ
b4356,yjjL
b4357,lgoR
b4357,yjjM
b4358,lgoD
b4358,yjjN
b4359,mdoB
b4359,opgB
b4359,yjjO
b4360,yjjA
b4361,dnaC
b4361,dnaD
b4362,dnaT
b4363,yjjB
b4364,yjjP
b4365,yjjQ
b4366,bglJ
b4366,yjjR
b4367,fhuF
b4367,yjjS
b4371,rsmC
b4371,yjjT
b4372,holD
b4373,rimI
b4374,yjjG
b4375,prfC
b4375,miaD
b4375,tos
b4376,osmY
b4377,yjjU
b4378,yjjV
b4379,yjjW
b4380,yjjI
b4380,yjjH
b4381,deoC
b4381,dra
b4381,thyR
b4382,deoA
b4382,tpp
b4382,ttg
b4383,deoB
b4383,drm
b4383,thyR
b4384,deoD
b4384,pup
b4385,yjjJ
b4386,lplA
b4386,yjjF
b4387,smp
b4387,ytjB
b4388,serB
b4389,radA
b4389,sms
b4390,nadR
b4390,nadI
b4391,ettA
b4391,yjjK
b4392,slt
b4392,sltY
b4393,trpR
b4393,rtrY
b4394,yjjX
b4395,gpmB
b4395,ytjC
b4396,rob
b4397,creA
b4397,yjjD
b4398,creB
b4398,yjjE
b4399,creC
b4399,phoM
b4400,creD
b4400,cet
b4401,arcA
b4401,cpxC
b4401,dye
b4401,fexA
b4401,msp
b4401,seg
b4401,sfrA
b4402,yjjY
b4403,lasT
b4403,yjtD
b4406,yaeP
b4407,thiS
b4407,thiG1
b4409,blr
b4410,ecnA
b4411,ecnB
b4411,yjeU
b4412,hokC
b4412,gef
b4415,hokE
b4415,ybdY
b4419,ldrA
b4421,ldrB
b4423,ldrC
b4428,hokB
b4428,ydcB
b4453,ldrD
b4455,hokA
b4455,yiaZ
b4460,araH
b4461,yfjD
b4461,ypjE
b4462,ygaQ
b4462,ygaR
b4462,yqaC
b4462,yqaD
b4463,ygcU
b4463,ygcT
b4463,ygcV
b4464,ghxQ
b4464,ygfQ
b4464,ygfR
b4465,yggP
b4466,yghJ
b4467,glcF
b4467,gox
b4467,yghL
b4468,glcE
b4468,gox
b4468,yghL
b4469,ygiQ
b4469,ygiR
b4470,yhaM
b4470,yhaN
b4471,tdcG
b4471,yhaP
b4471,yhaQ
b4472,yhdP
b4472,yhdQ
b4472,yhdR
b4473,smf
b4474,frlC
b4474,yhfO
b4474,yhfP
b4475,rtcA
b4475,yhgJ
b4475,yhgK
b4476,gntU
b4477,dgoA
b4477,yidU
b4478,dgoD
b4478,yidU
b4479,dgoR
b4479,yidW
b4480,hdfR
b4480,pssR
b4480,yifA
b4480,yifD
b4481,wecF
b4481,rffT
b4481,yifM
b4482,yigE
b4483,tatD
b4483,mttC
b4483,yigW
b4483,yigX
b4484,cpxP
b4484,yiiO
b4485,ytfR
b4485,ytfS
b4486,yjiV
b4486,mcrD
b4487,yjdP
b4488,ilvG
b4490,efeU
b4490,ycdN
b4492,ydbA
b4493,gapC
b4494,arpB
b4495,yedN
b4496,yedS
b4497,yeeL
b4498,gatR
b4499,yehH
b4499,molR
